#step	w	sigma	tau	rho	neglogP	neglogP_Nterms	neglogP_Kterms
224	2.498308e+00	3.799978e-02	2.404131e-02	5.400000e-01	-3.132349e+03	-2.787302e+03	-3.450470e+02
225	2.599771e+00	3.876374e-02	2.404131e-02	5.500000e-01	-3.131512e+03	-2.786133e+03	-3.453785e+02
226	2.591486e+00	3.870193e-02	2.404131e-02	5.400000e-01	-3.131606e+03	-2.786254e+03	-3.453521e+02
227	2.562214e+00	3.870193e-02	2.417825e-02	5.300000e-01	-3.131385e+03	-2.786348e+03	-3.450373e+02
228	2.515580e+00	3.870193e-02	2.440133e-02	5.400000e-01	-3.131021e+03	-2.786498e+03	-3.445237e+02
229	2.419887e+00	3.795867e-02	2.440133e-02	5.300000e-01	-3.131798e+03	-2.787591e+03	-3.442073e+02
230	2.651099e+00	3.795867e-02	2.331299e-02	5.300000e-01	-3.133498e+03	-2.786817e+03	-3.466807e+02
231	2.776459e+00	3.795867e-02	2.278061e-02	5.300000e-01	-3.134282e+03	-2.786405e+03	-3.478769e+02
232	2.796761e+00	3.809720e-02	2.278061e-02	5.400000e-01	-3.134200e+03	-2.786257e+03	-3.479428e+02
233	2.989927e+00	3.809720e-02	2.203245e-02	5.300000e-01	-3.135243e+03	-2.785638e+03	-3.496053e+02
234	2.926386e+00	3.809720e-02	2.227036e-02	5.200000e-01	-3.134920e+03	-2.785840e+03	-3.490798e+02
235	3.037648e+00	3.809720e-02	2.185870e-02	5.200000e-01	-3.135474e+03	-2.785487e+03	-3.499869e+02
236	2.972593e+00	3.768704e-02	2.185870e-02	5.300000e-01	-3.135628e+03	-2.785849e+03	-3.497785e+02
237	2.897901e+00	3.721055e-02	2.185870e-02	5.300000e-01	-3.135515e+03	-2.785983e+03	-3.495318e+02
238	2.989325e+00	3.779295e-02	2.185870e-02	5.200000e-01	-3.135610e+03	-2.785777e+03	-3.498326e+02
239	2.959330e+00	3.760287e-02	2.185870e-02	5.300000e-01	-3.135631e+03	-2.785896e+03	-3.497352e+02
240	2.989137e+00	3.779177e-02	2.185870e-02	5.400000e-01	-3.135610e+03	-2.785778e+03	-3.498320e+02
241	2.739826e+00	3.779177e-02	2.283156e-02	5.400000e-01	-3.134275e+03	-2.786592e+03	-3.476832e+02
242	2.697710e+00	3.779177e-02	2.300910e-02	5.300000e-01	-3.134017e+03	-2.786731e+03	-3.472861e+02
243	2.814372e+00	3.779177e-02	2.252716e-02	5.200000e-01	-3.134707e+03	-2.786346e+03	-3.483609e+02
244	2.709270e+00	3.707939e-02	2.252716e-02	5.100000e-01	-3.134546e+03	-2.786538e+03	-3.480078e+02
245	2.694856e+00	3.698062e-02	2.252716e-02	5.200000e-01	-3.134465e+03	-2.786507e+03	-3.479581e+02
246	2.672067e+00	3.682393e-02	2.252716e-02	5.100000e-01	-3.134307e+03	-2.786428e+03	-3.478787e+02
247	2.688133e+00	3.693446e-02	2.252716e-02	5.100000e-01	-3.134422e+03	-2.786488e+03	-3.479347e+02
248	2.668802e+00	3.680142e-02	2.252716e-02	5.000000e-01	-3.134281e+03	-2.786414e+03	-3.478672e+02
249	2.657588e+00	3.680142e-02	2.257464e-02	5.000000e-01	-3.134217e+03	-2.786453e+03	-3.477633e+02
250	2.648091e+00	3.673561e-02	2.257464e-02	5.000000e-01	-3.134137e+03	-2.786407e+03	-3.477299e+02
251	2.662118e+00	3.683277e-02	2.257464e-02	5.100000e-01	-3.134252e+03	-2.786473e+03	-3.477792e+02
252	2.684854e+00	3.698973e-02	2.257464e-02	5.100000e-01	-3.134408e+03	-2.786550e+03	-3.478585e+02
253	2.816735e+00	3.698973e-02	2.203983e-02	5.000000e-01	-3.135120e+03	-2.786095e+03	-3.490248e+02
254	2.820721e+00	3.701589e-02	2.203983e-02	4.900000e-01	-3.135143e+03	-2.786105e+03	-3.490384e+02
255	2.770125e+00	3.668241e-02	2.203983e-02	4.900000e-01	-3.134772e+03	-2.785908e+03	-3.488636e+02
256	2.742819e+00	3.668241e-02	2.214926e-02	4.800000e-01	-3.134631e+03	-2.786004e+03	-3.486275e+02
257	2.619603e+00	3.584899e-02	2.214926e-02	4.700000e-01	-3.132925e+03	-2.784743e+03	-3.481828e+02
258	2.647538e+00	3.603963e-02	2.214926e-02	4.600000e-01	-3.133419e+03	-2.785133e+03	-3.482859e+02
259	2.964942e+00	3.603963e-02	2.093015e-02	4.500000e-01	-3.134825e+03	-2.783987e+03	-3.508378e+02
260	2.992911e+00	3.620922e-02	2.093015e-02	4.500000e-01	-3.135222e+03	-2.784285e+03	-3.509366e+02
261	2.928039e+00	3.620922e-02	2.116074e-02	4.500000e-01	-3.134976e+03	-2.784514e+03	-3.504620e+02
262	2.886248e+00	3.620922e-02	2.131338e-02	4.600000e-01	-3.134807e+03	-2.784662e+03	-3.501451e+02
263	2.809261e+00	3.572304e-02	2.131338e-02	4.600000e-01	-3.133546e+03	-2.783678e+03	-3.498672e+02
264	2.870698e+00	3.572304e-02	2.108408e-02	4.500000e-01	-3.133792e+03	-2.783454e+03	-3.503380e+02
265	2.931028e+00	3.609647e-02	2.108408e-02	4.600000e-01	-3.134801e+03	-2.784246e+03	-3.505554e+02
266	2.944845e+00	3.609647e-02	2.103456e-02	4.500000e-01	-3.134854e+03	-2.784197e+03	-3.506571e+02
267	3.039820e+00	3.609647e-02	2.070336e-02	4.600000e-01	-3.135193e+03	-2.783861e+03	-3.513317e+02
268	3.063976e+00	3.623960e-02	2.070336e-02	4.600000e-01	-3.135519e+03	-2.784103e+03	-3.514164e+02
269	3.096355e+00	3.643058e-02	2.070336e-02	4.600000e-01	-3.135901e+03	-2.784373e+03	-3.515285e+02
270	3.001016e+00	3.643058e-02	2.102965e-02	4.500000e-01	-3.135562e+03	-2.784702e+03	-3.508595e+02
271	3.088180e+00	3.643058e-02	2.073074e-02	4.400000e-01	-3.135874e+03	-2.784401e+03	-3.514727e+02
272	3.169436e+00	3.690675e-02	2.073074e-02	4.300000e-01	-3.136570e+03	-2.784823e+03	-3.517479e+02
273	3.164591e+00	3.687853e-02	2.073074e-02	4.200000e-01	-3.136539e+03	-2.784807e+03	-3.517317e+02
274	3.011750e+00	3.687853e-02	2.125025e-02	4.300000e-01	-3.135972e+03	-2.785321e+03	-3.506512e+02
275	2.953636e+00	3.687853e-02	2.145829e-02	4.400000e-01	-3.135730e+03	-2.785518e+03	-3.502119e+02
276	2.898805e+00	3.687853e-02	2.166028e-02	4.500000e-01	-3.135487e+03	-2.785705e+03	-3.497822e+02
277	2.944148e+00	3.716584e-02	2.166028e-02	4.500000e-01	-3.135736e+03	-2.785801e+03	-3.499355e+02
278	3.090417e+00	3.716584e-02	2.114148e-02	4.500000e-01	-3.136352e+03	-2.785314e+03	-3.510384e+02
279	3.106957e+00	3.716584e-02	2.108513e-02	4.500000e-01	-3.136416e+03	-2.785259e+03	-3.511569e+02
280	3.174447e+00	3.716584e-02	2.085979e-02	4.500000e-01	-3.136665e+03	-2.785037e+03	-3.516278e+02
281	3.098441e+00	3.671821e-02	2.085979e-02	4.600000e-01	-3.136203e+03	-2.784828e+03	-3.513744e+02
282	3.032526e+00	3.671821e-02	2.108527e-02	4.700000e-01	-3.135959e+03	-2.785052e+03	-3.509072e+02
283	3.123226e+00	3.726326e-02	2.108527e-02	4.600000e-01	-3.136476e+03	-2.785265e+03	-3.512103e+02
284	3.097484e+00	3.710938e-02	2.108527e-02	4.500000e-01	-3.136375e+03	-2.785250e+03	-3.511254e+02
285	3.052494e+00	3.683889e-02	2.108527e-02	4.500000e-01	-3.136113e+03	-2.785138e+03	-3.509749e+02
286	3.179818e+00	3.759935e-02	2.108527e-02	4.500000e-01	-3.136576e+03	-2.785182e+03	-3.513938e+02
287	3.123968e+00	3.726768e-02	2.108527e-02	4.600000e-01	-3.136478e+03	-2.785265e+03	-3.512127e+02
288	3.110036e+00	3.718449e-02	2.108527e-02	4.700000e-01	-3.136428e+03	-2.785262e+03	-3.511669e+02
289	3.505363e+00	3.718449e-02	1.986074e-02	4.800000e-01	-3.137642e+03	-2.783978e+03	-3.536642e+02
290	3.809269e+00	3.718449e-02	1.905202e-02	4.900000e-01	-3.138227e+03	-2.783015e+03	-3.552113e+02
291	3.753657e+00	3.691206e-02	1.905202e-02	4.800000e-01	-3.137960e+03	-2.782925e+03	-3.550353e+02
292	3.804514e+00	3.716127e-02	1.905202e-02	4.900000e-01	-3.138208e+03	-2.783012e+03	-3.551964e+02
293	4.004646e+00	3.716127e-02	1.856986e-02	4.900000e-01	-3.138456e+03	-2.782387e+03	-3.560687e+02
294	4.050625e+00	3.737400e-02	1.856986e-02	4.900000e-01	-3.138602e+03	-2.782392e+03	-3.562104e+02
295	4.110722e+00	3.765022e-02	1.856986e-02	5.000000e-01	-3.138695e+03	-2.782302e+03	-3.563928e+02
296	4.156543e+00	3.785948e-02	1.856986e-02	5.000000e-01	-3.138695e+03	-2.782165e+03	-3.565296e+02
297	4.244637e+00	3.825858e-02	1.856986e-02	5.100000e-01	-3.138531e+03	-2.781743e+03	-3.567876e+02
298	4.404790e+00	3.825858e-02	1.822914e-02	5.200000e-01	-3.138681e+03	-2.781282e+03	-3.573990e+02
299	4.411626e+00	3.828825e-02	1.822914e-02	5.300000e-01	-3.138661e+03	-2.781243e+03	-3.574186e+02
300	5.135686e+00	3.828825e-02	1.689532e-02	5.300000e-01	-3.138772e+03	-2.779202e+03	-3.595697e+02
301	5.415303e+00	3.931676e-02	1.689532e-02	5.300000e-01	-3.137528e+03	-2.777206e+03	-3.603220e+02
302	5.759332e+00	3.931676e-02	1.638293e-02	5.300000e-01	-3.137374e+03	-2.776314e+03	-3.610595e+02
303	5.773569e+00	3.936533e-02	1.638293e-02	5.200000e-01	-3.137287e+03	-2.776191e+03	-3.610962e+02
304	5.905777e+00	3.981349e-02	1.638293e-02	5.300000e-01	-3.136360e+03	-2.774929e+03	-3.614316e+02
305	5.735094e+00	3.923394e-02	1.638293e-02	5.400000e-01	-3.137516e+03	-2.776519e+03	-3.609968e+02
306	5.750584e+00	3.928689e-02	1.638293e-02	5.500000e-01	-3.137426e+03	-2.776389e+03	-3.610369e+02
307	5.656585e+00	3.896448e-02	1.638293e-02	5.500000e-01	-3.137926e+03	-2.777134e+03	-3.607917e+02
308	5.647155e+00	3.893199e-02	1.638293e-02	5.600000e-01	-3.137969e+03	-2.777202e+03	-3.607669e+02
309	5.268617e+00	3.893199e-02	1.696126e-02	5.600000e-01	-3.138153e+03	-2.778208e+03	-3.599450e+02
310	5.185598e+00	3.893199e-02	1.709650e-02	5.500000e-01	-3.138169e+03	-2.778430e+03	-3.597389e+02
311	5.040918e+00	3.838503e-02	1.709650e-02	5.500000e-01	-3.138747e+03	-2.779402e+03	-3.593445e+02
312	5.157744e+00	3.882728e-02	1.709650e-02	5.600000e-01	-3.138308e+03	-2.778644e+03	-3.596640e+02
313	5.081947e+00	3.854093e-02	1.709650e-02	5.600000e-01	-3.138620e+03	-2.779162e+03	-3.594577e+02
314	4.908425e+00	3.787723e-02	1.709650e-02	5.700000e-01	-3.138945e+03	-2.779974e+03	-3.589712e+02
315	4.737306e+00	3.721113e-02	1.709650e-02	5.600000e-01	-3.138672e+03	-2.780201e+03	-3.584708e+02
316	4.729259e+00	3.721113e-02	1.711103e-02	5.600000e-01	-3.138675e+03	-2.780225e+03	-3.584501e+02
317	5.140254e+00	3.721113e-02	1.641272e-02	5.600000e-01	-3.138379e+03	-2.779007e+03	-3.593723e+02
318	5.718465e+00	3.721113e-02	1.556084e-02	5.500000e-01	-3.137588e+03	-2.777324e+03	-3.602634e+02
319	5.870231e+00	3.770168e-02	1.556084e-02	5.400000e-01	-3.137925e+03	-2.777230e+03	-3.606942e+02
320	5.770777e+00	3.738094e-02	1.556084e-02	5.500000e-01	-3.137744e+03	-2.777330e+03	-3.604134e+02
321	5.795478e+00	3.738094e-02	1.552765e-02	5.400000e-01	-3.137702e+03	-2.777260e+03	-3.604426e+02
322	5.826992e+00	3.738094e-02	1.548560e-02	5.300000e-01	-3.137649e+03	-2.777170e+03	-3.604789e+02
323	5.770481e+00	3.738094e-02	1.556124e-02	5.200000e-01	-3.137744e+03	-2.777331e+03	-3.604130e+02
324	5.451414e+00	3.738094e-02	1.601016e-02	5.300000e-01	-3.138218e+03	-2.778246e+03	-3.599720e+02
325	5.397652e+00	3.738094e-02	1.608969e-02	5.400000e-01	-3.138286e+03	-2.778401e+03	-3.598854e+02
326	5.716158e+00	3.846802e-02	1.608969e-02	5.500000e-01	-3.138270e+03	-2.777496e+03	-3.607740e+02
327	5.258148e+00	3.846802e-02	1.677581e-02	5.600000e-01	-3.138616e+03	-2.778741e+03	-3.598749e+02
328	5.349071e+00	3.879919e-02	1.677581e-02	5.600000e-01	-3.138285e+03	-2.778163e+03	-3.601214e+02
329	5.436046e+00	3.879919e-02	1.664106e-02	5.500000e-01	-3.138243e+03	-2.777930e+03	-3.603132e+02
330	5.526079e+00	3.911917e-02	1.664106e-02	5.600000e-01	-3.137802e+03	-2.777250e+03	-3.605518e+02
331	5.563977e+00	3.925308e-02	1.664106e-02	5.700000e-01	-3.137582e+03	-2.776931e+03	-3.606508e+02
332	5.431203e+00	3.878190e-02	1.664106e-02	5.800000e-01	-3.138264e+03	-2.777964e+03	-3.603002e+02
333	5.122564e+00	3.766386e-02	1.664106e-02	5.800000e-01	-3.138780e+03	-2.779336e+03	-3.594444e+02
334	5.071913e+00	3.747718e-02	1.664106e-02	5.800000e-01	-3.138704e+03	-2.779405e+03	-3.592981e+02
335	5.060923e+00	3.747718e-02	1.665912e-02	5.900000e-01	-3.138712e+03	-2.779437e+03	-3.592745e+02
336	5.001797e+00	3.725762e-02	1.665912e-02	6.000000e-01	-3.138558e+03	-2.779457e+03	-3.591015e+02
337	5.004445e+00	3.726748e-02	1.665912e-02	6.100000e-01	-3.138567e+03	-2.779457e+03	-3.591093e+02
338	5.042061e+00	3.740728e-02	1.665912e-02	6.000000e-01	-3.138671e+03	-2.779451e+03	-3.592196e+02
339	5.298541e+00	3.834690e-02	1.665912e-02	5.900000e-01	-3.138663e+03	-2.778717e+03	-3.599466e+02
340	4.834511e+00	3.834690e-02	1.744030e-02	6.000000e-01	-3.138789e+03	-2.780005e+03	-3.587845e+02
341	4.765971e+00	3.807410e-02	1.744030e-02	6.000000e-01	-3.138932e+03	-2.780341e+03	-3.585908e+02
342	4.747632e+00	3.807410e-02	1.747395e-02	6.100000e-01	-3.138931e+03	-2.780393e+03	-3.585377e+02
343	4.856949e+00	3.850995e-02	1.747395e-02	6.100000e-01	-3.138656e+03	-2.779811e+03	-3.588453e+02
344	4.823028e+00	3.837524e-02	1.747395e-02	6.000000e-01	-3.138767e+03	-2.780016e+03	-3.587507e+02
345	4.656399e+00	3.770650e-02	1.747395e-02	6.000000e-01	-3.138969e+03	-2.780694e+03	-3.582745e+02
346	4.766481e+00	3.814961e-02	1.747395e-02	6.100000e-01	-3.138901e+03	-2.780310e+03	-3.585914e+02
347	4.695577e+00	3.786480e-02	1.747395e-02	6.100000e-01	-3.138975e+03	-2.780587e+03	-3.583883e+02
348	4.770880e+00	3.786480e-02	1.733550e-02	6.200000e-01	-3.138972e+03	-2.780369e+03	-3.586031e+02
349	4.831877e+00	3.810608e-02	1.733550e-02	6.200000e-01	-3.138920e+03	-2.780142e+03	-3.587775e+02
350	4.722541e+00	3.767248e-02	1.733550e-02	6.200000e-01	-3.138958e+03	-2.780495e+03	-3.584630e+02
351	4.849750e+00	3.817649e-02	1.733550e-02	6.100000e-01	-3.138890e+03	-2.780062e+03	-3.588280e+02
352	4.666287e+00	3.744744e-02	1.733550e-02	6.100000e-01	-3.138876e+03	-2.780579e+03	-3.582977e+02
353	4.582504e+00	3.744744e-02	1.749326e-02	6.200000e-01	-3.138884e+03	-2.780827e+03	-3.580570e+02
354	4.296694e+00	3.744744e-02	1.806570e-02	6.200000e-01	-3.138814e+03	-2.781681e+03	-3.571324e+02
355	4.454617e+00	3.744744e-02	1.774259e-02	6.200000e-01	-3.138872e+03	-2.781208e+03	-3.576637e+02
356	4.439926e+00	3.738564e-02	1.774259e-02	6.200000e-01	-3.138838e+03	-2.781219e+03	-3.576198e+02
357	4.349149e+00	3.700148e-02	1.774259e-02	6.300000e-01	-3.138508e+03	-2.781164e+03	-3.573441e+02
358	5.108346e+00	3.700148e-02	1.637114e-02	6.200000e-01	-3.138119e+03	-2.778868e+03	-3.592506e+02
359	4.565429e+00	3.700148e-02	1.731723e-02	6.200000e-01	-3.138495e+03	-2.780502e+03	-3.579930e+02
360	4.515856e+00	3.680005e-02	1.731723e-02	6.100000e-01	-3.138226e+03	-2.780385e+03	-3.578411e+02
361	4.311512e+00	3.595780e-02	1.731723e-02	6.100000e-01	-3.136393e+03	-2.779200e+03	-3.571930e+02
362	4.559107e+00	3.595780e-02	1.684043e-02	6.000000e-01	-3.136223e+03	-2.778397e+03	-3.578254e+02
363	4.422461e+00	3.595780e-02	1.709862e-02	5.900000e-01	-3.136331e+03	-2.778839e+03	-3.574915e+02
364	4.540197e+00	3.643330e-02	1.709862e-02	5.900000e-01	-3.137518e+03	-2.779651e+03	-3.578675e+02
365	4.706631e+00	3.709507e-02	1.709862e-02	5.900000e-01	-3.138559e+03	-2.780180e+03	-3.583794e+02
366	4.790055e+00	3.742238e-02	1.709862e-02	6.000000e-01	-3.138827e+03	-2.780199e+03	-3.586278e+02
367	4.474833e+00	3.742238e-02	1.769062e-02	6.100000e-01	-3.138864e+03	-2.781135e+03	-3.577291e+02
368	4.712371e+00	3.742238e-02	1.723899e-02	6.100000e-01	-3.138852e+03	-2.780429e+03	-3.584231e+02
369	4.702993e+00	3.738513e-02	1.723899e-02	6.200000e-01	-3.138830e+03	-2.780434e+03	-3.583954e+02
370	4.736615e+00	3.751852e-02	1.723899e-02	6.200000e-01	-3.138900e+03	-2.780405e+03	-3.584946e+02
371	5.105514e+00	3.751852e-02	1.660451e-02	6.200000e-01	-3.138707e+03	-2.779329e+03	-3.593782e+02
372	5.137112e+00	3.751852e-02	1.655336e-02	6.300000e-01	-3.138682e+03	-2.779238e+03	-3.594440e+02
373	5.133354e+00	3.751852e-02	1.655942e-02	6.300000e-01	-3.138685e+03	-2.779249e+03	-3.594363e+02
374	5.239143e+00	3.790314e-02	1.655942e-02	6.300000e-01	-3.138771e+03	-2.779032e+03	-3.597386e+02
375	4.994916e+00	3.790314e-02	1.695943e-02	6.400000e-01	-3.138915e+03	-2.779725e+03	-3.591895e+02
376	4.850090e+00	3.734961e-02	1.695943e-02	6.400000e-01	-3.138745e+03	-2.779976e+03	-3.587696e+02
377	4.515711e+00	3.734961e-02	1.757612e-02	6.500000e-01	-3.138827e+03	-2.780970e+03	-3.578573e+02
378	4.417673e+00	3.694195e-02	1.757612e-02	6.500000e-01	-3.138441e+03	-2.780882e+03	-3.575598e+02
379	4.183261e+00	3.694195e-02	1.806185e-02	6.500000e-01	-3.138393e+03	-2.781607e+03	-3.567861e+02
380	4.032643e+00	3.694195e-02	1.839606e-02	6.600000e-01	-3.138300e+03	-2.782077e+03	-3.562231e+02
381	4.108605e+00	3.728826e-02	1.839606e-02	6.500000e-01	-3.138621e+03	-2.782162e+03	-3.564586e+02
382	4.046511e+00	3.728826e-02	1.853667e-02	6.400000e-01	-3.138565e+03	-2.782353e+03	-3.562122e+02
383	4.024212e+00	3.718537e-02	1.853667e-02	6.300000e-01	-3.138490e+03	-2.782346e+03	-3.561433e+02
384	4.048403e+00	3.729697e-02	1.853667e-02	6.300000e-01	-3.138571e+03	-2.782353e+03	-3.562180e+02
385	4.135365e+00	3.769543e-02	1.853667e-02	6.200000e-01	-3.138715e+03	-2.782233e+03	-3.564819e+02
386	4.240776e+00	3.769543e-02	1.830484e-02	6.100000e-01	-3.138810e+03	-2.781918e+03	-3.568915e+02
387	4.172035e+00	3.738867e-02	1.830484e-02	6.000000e-01	-3.138714e+03	-2.782029e+03	-3.566847e+02
388	4.288021e+00	3.790482e-02	1.830484e-02	5.900000e-01	-3.138800e+03	-2.781769e+03	-3.570313e+02
389	4.160693e+00	3.790482e-02	1.858282e-02	5.800000e-01	-3.138680e+03	-2.782145e+03	-3.565357e+02
390	3.966434e+00	3.790482e-02	1.903243e-02	5.800000e-01	-3.138427e+03	-2.782722e+03	-3.557047e+02
391	4.066471e+00	3.790482e-02	1.879687e-02	5.900000e-01	-3.138568e+03	-2.782424e+03	-3.561444e+02
392	4.121855e+00	3.816208e-02	1.879687e-02	5.800000e-01	-3.138467e+03	-2.782160e+03	-3.563077e+02
393	4.617008e+00	3.816208e-02	1.776036e-02	5.700000e-01	-3.138865e+03	-2.780729e+03	-3.581355e+02
394	4.656059e+00	3.832312e-02	1.776036e-02	5.700000e-01	-3.138770e+03	-2.780523e+03	-3.582464e+02
395	4.686652e+00	3.832312e-02	1.770229e-02	5.700000e-01	-3.138780e+03	-2.780437e+03	-3.583427e+02
396	4.767628e+00	3.865278e-02	1.770229e-02	5.700000e-01	-3.138484e+03	-2.779915e+03	-3.585689e+02
397	4.631336e+00	3.809629e-02	1.770229e-02	5.600000e-01	-3.138903e+03	-2.780717e+03	-3.581855e+02
398	4.578594e+00	3.787875e-02	1.770229e-02	5.500000e-01	-3.138958e+03	-2.780924e+03	-3.580335e+02
399	4.668252e+00	3.787875e-02	1.753147e-02	5.600000e-01	-3.138972e+03	-2.780665e+03	-3.583076e+02
400	4.672968e+00	3.789788e-02	1.753147e-02	5.500000e-01	-3.138970e+03	-2.780649e+03	-3.583212e+02
401	4.507365e+00	3.722030e-02	1.753147e-02	5.400000e-01	-3.138731e+03	-2.780899e+03	-3.578325e+02
402	4.759193e+00	3.824592e-02	1.753147e-02	5.500000e-01	-3.138848e+03	-2.780281e+03	-3.585675e+02
403	4.810513e+00	3.824592e-02	1.743771e-02	5.400000e-01	-3.138853e+03	-2.780136e+03	-3.587172e+02
404	4.596154e+00	3.738408e-02	1.743771e-02	5.300000e-01	-3.138847e+03	-2.780751e+03	-3.580962e+02
405	4.647022e+00	3.759039e-02	1.743771e-02	5.300000e-01	-3.138942e+03	-2.780695e+03	-3.582466e+02
406	4.610657e+00	3.744301e-02	1.743771e-02	5.400000e-01	-3.138880e+03	-2.780741e+03	-3.581393e+02
407	4.617068e+00	3.744301e-02	1.742560e-02	5.500000e-01	-3.138880e+03	-2.780722e+03	-3.581578e+02
408	5.024734e+00	3.744301e-02	1.670376e-02	5.500000e-01	-3.138712e+03	-2.779523e+03	-3.591890e+02
409	5.206616e+00	3.811466e-02	1.670376e-02	5.600000e-01	-3.138792e+03	-2.779084e+03	-3.597083e+02
410	5.084407e+00	3.811466e-02	1.690332e-02	5.500000e-01	-3.138855e+03	-2.779426e+03	-3.594285e+02
411	5.084133e+00	3.811363e-02	1.690332e-02	5.600000e-01	-3.138855e+03	-2.779427e+03	-3.594277e+02
412	5.168374e+00	3.842810e-02	1.690332e-02	5.600000e-01	-3.138680e+03	-2.779018e+03	-3.596620e+02
413	5.364644e+00	3.842810e-02	1.659122e-02	5.500000e-01	-3.138581e+03	-2.778480e+03	-3.601013e+02
414	5.384281e+00	3.849837e-02	1.659122e-02	5.400000e-01	-3.138527e+03	-2.778372e+03	-3.601549e+02
415	5.272969e+00	3.809834e-02	1.659122e-02	5.300000e-01	-3.138752e+03	-2.778904e+03	-3.598481e+02
416	5.331727e+00	3.809834e-02	1.649955e-02	5.200000e-01	-3.138709e+03	-2.778740e+03	-3.599691e+02
417	5.157654e+00	3.809834e-02	1.677567e-02	5.300000e-01	-3.138823e+03	-2.779226e+03	-3.595964e+02
418	4.901006e+00	3.809834e-02	1.720931e-02	5.400000e-01	-3.138914e+03	-2.779949e+03	-3.589653e+02
419	4.772833e+00	3.809834e-02	1.743885e-02	5.500000e-01	-3.138923e+03	-2.780313e+03	-3.586104e+02
420	4.747170e+00	3.809834e-02	1.748593e-02	5.400000e-01	-3.138922e+03	-2.780386e+03	-3.585360e+02
421	4.351154e+00	3.809834e-02	1.826433e-02	5.300000e-01	-3.138755e+03	-2.781524e+03	-3.572310e+02
422	4.578228e+00	3.809834e-02	1.780563e-02	5.200000e-01	-3.138885e+03	-2.780869e+03	-3.580163e+02
423	4.414522e+00	3.809834e-02	1.813277e-02	5.100000e-01	-3.138801e+03	-2.781340e+03	-3.574608e+02
424	4.286311e+00	3.809834e-02	1.840196e-02	5.100000e-01	-3.138699e+03	-2.781712e+03	-3.569870e+02
425	4.429801e+00	3.809834e-02	1.810147e-02	5.200000e-01	-3.138811e+03	-2.781296e+03	-3.575149e+02
426	4.441551e+00	3.809834e-02	1.807751e-02	5.300000e-01	-3.138818e+03	-2.781262e+03	-3.575562e+02
427	4.383968e+00	3.785056e-02	1.807751e-02	5.300000e-01	-3.138884e+03	-2.781495e+03	-3.573886e+02
428	4.395719e+00	3.790126e-02	1.807751e-02	5.400000e-01	-3.138877e+03	-2.781454e+03	-3.574230e+02
429	4.295760e+00	3.790126e-02	1.828663e-02	5.300000e-01	-3.138808e+03	-2.781747e+03	-3.570609e+02
430	4.307274e+00	3.795202e-02	1.828663e-02	5.400000e-01	-3.138797e+03	-2.781702e+03	-3.570947e+02
431	4.160114e+00	3.729806e-02	1.828663e-02	5.300000e-01	-3.138666e+03	-2.782011e+03	-3.566545e+02
432	4.278426e+00	3.729806e-02	1.803201e-02	5.400000e-01	-3.138736e+03	-2.781651e+03	-3.570851e+02
433	3.933340e+00	3.729806e-02	1.880639e-02	5.300000e-01	-3.138444e+03	-2.782709e+03	-3.557354e+02
434	3.845211e+00	3.729806e-02	1.902069e-02	5.300000e-01	-3.138324e+03	-2.782982e+03	-3.553423e+02
435	4.014458e+00	3.729806e-02	1.861542e-02	5.200000e-01	-3.138537e+03	-2.782458e+03	-3.560790e+02
436	4.248265e+00	3.729806e-02	1.809591e-02	5.200000e-01	-3.138721e+03	-2.781743e+03	-3.569783e+02
437	4.251751e+00	3.729806e-02	1.808849e-02	5.100000e-01	-3.138723e+03	-2.781732e+03	-3.569908e+02
438	4.309489e+00	3.729806e-02	1.796691e-02	5.100000e-01	-3.138750e+03	-2.781557e+03	-3.571930e+02
439	4.367213e+00	3.729806e-02	1.784777e-02	5.100000e-01	-3.138770e+03	-2.781382e+03	-3.573879e+02
440	4.281778e+00	3.693143e-02	1.784777e-02	5.000000e-01	-3.138414e+03	-2.781288e+03	-3.571264e+02
441	3.981292e+00	3.693143e-02	1.850905e-02	5.000000e-01	-3.138246e+03	-2.782226e+03	-3.560204e+02
442	4.172345e+00	3.693143e-02	1.808032e-02	5.000000e-01	-3.138376e+03	-2.781628e+03	-3.567483e+02
443	4.154140e+00	3.685077e-02	1.808032e-02	4.900000e-01	-3.138272e+03	-2.781581e+03	-3.566914e+02
444	4.215992e+00	3.712410e-02	1.808032e-02	5.000000e-01	-3.138584e+03	-2.781701e+03	-3.568833e+02
445	4.222093e+00	3.715095e-02	1.808032e-02	5.000000e-01	-3.138609e+03	-2.781707e+03	-3.569021e+02
446	4.129996e+00	3.715095e-02	1.828080e-02	4.900000e-01	-3.138554e+03	-2.781990e+03	-3.565639e+02
447	4.112706e+00	3.707310e-02	1.828080e-02	5.000000e-01	-3.138481e+03	-2.781971e+03	-3.565104e+02
448	4.041692e+00	3.675164e-02	1.828080e-02	4.900000e-01	-3.138082e+03	-2.781794e+03	-3.562878e+02
449	4.302656e+00	3.675164e-02	1.771775e-02	4.800000e-01	-3.138174e+03	-2.780973e+03	-3.572014e+02
450	4.454667e+00	3.739522e-02	1.771775e-02	4.800000e-01	-3.138846e+03	-2.781180e+03	-3.576664e+02
451	4.662274e+00	3.739522e-02	1.731878e-02	4.800000e-01	-3.138845e+03	-2.780561e+03	-3.582843e+02
