#step	w	sigma	tau	rho	neglogP	neglogP_Nterms	neglogP_Kterms
66	6.497036e-01	4.116893e-02	5.107542e-02	4.500000e-01	-2.767026e+03	-2.470150e+03	-2.968758e+02
67	6.521329e-01	4.124583e-02	5.107542e-02	4.600000e-01	-2.767852e+03	-2.470971e+03	-2.968806e+02
68	6.625361e-01	4.157352e-02	5.107542e-02	4.600000e-01	-2.771243e+03	-2.474342e+03	-2.969006e+02
69	6.688916e-01	4.177244e-02	5.107542e-02	4.600000e-01	-2.773203e+03	-2.476290e+03	-2.969126e+02
70	6.667693e-01	4.177244e-02	5.115664e-02	4.600000e-01	-2.773053e+03	-2.476294e+03	-2.967593e+02
71	6.704060e-01	4.177244e-02	5.101770e-02	4.600000e-01	-2.773309e+03	-2.476287e+03	-2.970217e+02
72	6.738598e-01	4.187990e-02	5.101770e-02	4.700000e-01	-2.774337e+03	-2.477309e+03	-2.970281e+02
73	6.854314e-01	4.187990e-02	5.058522e-02	4.800000e-01	-2.775137e+03	-2.477288e+03	-2.978491e+02
74	6.804950e-01	4.187990e-02	5.076837e-02	4.700000e-01	-2.774797e+03	-2.477297e+03	-2.975007e+02
75	6.960740e-01	4.235658e-02	5.076837e-02	4.800000e-01	-2.779109e+03	-2.481581e+03	-2.975287e+02
76	7.140229e-01	4.289921e-02	5.076837e-02	4.700000e-01	-2.783542e+03	-2.485982e+03	-2.975597e+02
77	7.253620e-01	4.289921e-02	5.036999e-02	4.800000e-01	-2.784283e+03	-2.485963e+03	-2.983195e+02
78	7.326890e-01	4.289921e-02	5.011751e-02	4.900000e-01	-2.784755e+03	-2.485951e+03	-2.988039e+02
79	7.468857e-01	4.331283e-02	5.011751e-02	4.800000e-01	-2.787811e+03	-2.488984e+03	-2.988270e+02
80	7.570054e-01	4.331283e-02	4.978139e-02	4.800000e-01	-2.788443e+03	-2.488968e+03	-2.994754e+02
81	7.619891e-01	4.345516e-02	4.978139e-02	4.900000e-01	-2.789433e+03	-2.489950e+03	-2.994833e+02
82	7.769821e-01	4.388060e-02	4.978139e-02	5.000000e-01	-2.792209e+03	-2.492702e+03	-2.995065e+02
83	7.896699e-01	4.423742e-02	4.978139e-02	5.100000e-01	-2.794332e+03	-2.494806e+03	-2.995255e+02
84	7.942518e-01	4.436558e-02	4.978139e-02	5.000000e-01	-2.795050e+03	-2.495518e+03	-2.995322e+02
85	8.021244e-01	4.436558e-02	4.953649e-02	4.900000e-01	-2.795514e+03	-2.495507e+03	-3.000073e+02
86	8.258935e-01	4.436558e-02	4.881846e-02	4.800000e-01	-2.796886e+03	-2.495473e+03	-3.014129e+02
87	8.297735e-01	4.446967e-02	4.881846e-02	4.800000e-01	-2.797453e+03	-2.496034e+03	-3.014184e+02
88	8.331346e-01	4.446967e-02	4.871989e-02	4.800000e-01	-2.797642e+03	-2.496029e+03	-3.016129e+02
89	8.621652e-01	4.523781e-02	4.871989e-02	4.700000e-01	-2.801378e+03	-2.499725e+03	-3.016525e+02
90	8.585257e-01	4.514222e-02	4.871989e-02	4.700000e-01	-2.800955e+03	-2.499307e+03	-3.016477e+02
91	8.596525e-01	4.514222e-02	4.868795e-02	4.700000e-01	-2.801016e+03	-2.499305e+03	-3.017108e+02
92	8.630119e-01	4.514222e-02	4.859309e-02	4.800000e-01	-2.801199e+03	-2.499301e+03	-3.018984e+02
93	8.895946e-01	4.583219e-02	4.859309e-02	4.700000e-01	-2.803997e+03	-2.502064e+03	-3.019329e+02
94	8.825996e-01	4.583219e-02	4.878527e-02	4.800000e-01	-2.803626e+03	-2.502073e+03	-3.015531e+02
95	8.687473e-01	4.583219e-02	4.917268e-02	4.900000e-01	-2.802882e+03	-2.502091e+03	-3.007915e+02
96	8.725989e-01	4.583219e-02	4.906403e-02	4.900000e-01	-2.803090e+03	-2.502086e+03	-3.010046e+02
97	8.820805e-01	4.583219e-02	4.879963e-02	4.800000e-01	-2.803598e+03	-2.502074e+03	-3.015247e+02
98	9.061591e-01	4.583219e-02	4.814690e-02	4.800000e-01	-2.804863e+03	-2.502043e+03	-3.028200e+02
99	8.960495e-01	4.557581e-02	4.814690e-02	4.800000e-01	-2.803892e+03	-2.501085e+03	-3.028073e+02
100	9.034505e-01	4.576364e-02	4.814690e-02	4.900000e-01	-2.804611e+03	-2.501795e+03	-3.028166e+02
101	9.245883e-01	4.629590e-02	4.814690e-02	4.900000e-01	-2.806423e+03	-2.503581e+03	-3.028426e+02
102	9.322459e-01	4.629590e-02	4.794875e-02	5.000000e-01	-2.806811e+03	-2.503571e+03	-3.032390e+02
103	9.510519e-01	4.676053e-02	4.794875e-02	4.900000e-01	-2.808129e+03	-2.504868e+03	-3.032612e+02
104	9.584686e-01	4.676053e-02	4.776288e-02	5.000000e-01	-2.808494e+03	-2.504860e+03	-3.036345e+02
105	1.026843e+00	4.676053e-02	4.614528e-02	4.900000e-01	-2.811723e+03	-2.504783e+03	-3.069399e+02
106	1.016435e+00	4.676053e-02	4.638094e-02	4.900000e-01	-2.811246e+03	-2.504794e+03	-3.064519e+02
107	1.050851e+00	4.676053e-02	4.561513e-02	4.800000e-01	-2.812803e+03	-2.504757e+03	-3.080461e+02
108	1.052856e+00	4.680512e-02	4.561513e-02	4.700000e-01	-2.812917e+03	-2.504869e+03	-3.080482e+02
109	1.051734e+00	4.680512e-02	4.563946e-02	4.700000e-01	-2.812868e+03	-2.504870e+03	-3.079972e+02
110	1.096620e+00	4.680512e-02	4.469567e-02	4.700000e-01	-2.814817e+03	-2.504823e+03	-3.099945e+02
111	1.124428e+00	4.739486e-02	4.469567e-02	4.800000e-01	-2.816134e+03	-2.506111e+03	-3.100228e+02
112	1.101672e+00	4.691283e-02	4.469567e-02	4.700000e-01	-2.815085e+03	-2.505085e+03	-3.099997e+02
113	1.101271e+00	4.691283e-02	4.470380e-02	4.600000e-01	-2.815068e+03	-2.505086e+03	-3.099824e+02
114	1.118569e+00	4.727983e-02	4.470380e-02	4.600000e-01	-2.815888e+03	-2.505888e+03	-3.100000e+02
115	1.126447e+00	4.727983e-02	4.454722e-02	4.600000e-01	-2.816215e+03	-2.505880e+03	-3.103350e+02
116	1.115560e+00	4.727983e-02	4.476405e-02	4.700000e-01	-2.815763e+03	-2.505891e+03	-3.098713e+02
117	1.102155e+00	4.699490e-02	4.476405e-02	4.800000e-01	-2.815138e+03	-2.505280e+03	-3.098577e+02
118	1.111596e+00	4.719576e-02	4.476405e-02	4.900000e-01	-2.815587e+03	-2.505720e+03	-3.098673e+02
119	1.126643e+00	4.719576e-02	4.446413e-02	4.900000e-01	-2.816214e+03	-2.505705e+03	-3.105092e+02
120	1.153889e+00	4.776302e-02	4.446413e-02	5.000000e-01	-2.817260e+03	-2.506724e+03	-3.105359e+02
121	1.143846e+00	4.755471e-02	4.446413e-02	5.100000e-01	-2.816913e+03	-2.506387e+03	-3.105262e+02
122	1.193264e+00	4.857111e-02	4.446413e-02	5.100000e-01	-2.818214e+03	-2.507641e+03	-3.105727e+02
123	1.234659e+00	4.857111e-02	4.371239e-02	5.000000e-01	-2.819803e+03	-2.507604e+03	-3.121991e+02
124	1.258375e+00	4.903539e-02	4.371239e-02	4.900000e-01	-2.820083e+03	-2.507864e+03	-3.122198e+02
125	1.283117e+00	4.903539e-02	4.328889e-02	4.900000e-01	-2.820990e+03	-2.507843e+03	-3.131471e+02
126	1.305198e+00	4.945550e-02	4.328889e-02	5.000000e-01	-2.821085e+03	-2.507919e+03	-3.131655e+02
127	1.304315e+00	4.943878e-02	4.328889e-02	4.900000e-01	-2.821084e+03	-2.507919e+03	-3.131647e+02
128	1.280618e+00	4.943878e-02	4.368757e-02	4.900000e-01	-2.820230e+03	-2.507939e+03	-3.122914e+02
129	1.293613e+00	4.943878e-02	4.346759e-02	4.900000e-01	-2.820700e+03	-2.507928e+03	-3.127724e+02
130	1.291106e+00	4.939086e-02	4.346759e-02	4.900000e-01	-2.820696e+03	-2.507926e+03	-3.127703e+02
131	1.273321e+00	4.904949e-02	4.346759e-02	4.900000e-01	-2.820612e+03	-2.507856e+03	-3.127555e+02
132	1.322124e+00	4.904949e-02	4.265780e-02	4.800000e-01	-2.822360e+03	-2.507816e+03	-3.145448e+02
133	1.313137e+00	4.888250e-02	4.265780e-02	4.800000e-01	-2.822283e+03	-2.507746e+03	-3.145373e+02
134	1.273297e+00	4.888250e-02	4.332000e-02	4.900000e-01	-2.820851e+03	-2.507779e+03	-3.130720e+02
135	1.241936e+00	4.827675e-02	4.332000e-02	4.800000e-01	-2.820364e+03	-2.507320e+03	-3.130446e+02
136	1.231293e+00	4.806946e-02	4.332000e-02	4.800000e-01	-2.820121e+03	-2.507086e+03	-3.130351e+02
137	1.256475e+00	4.855852e-02	4.332000e-02	4.900000e-01	-2.820632e+03	-2.507574e+03	-3.130575e+02
138	1.267551e+00	4.855852e-02	4.313032e-02	4.800000e-01	-2.821040e+03	-2.507565e+03	-3.134751e+02
139	1.281562e+00	4.882615e-02	4.313032e-02	4.900000e-01	-2.821228e+03	-2.507741e+03	-3.134872e+02
140	1.304244e+00	4.925634e-02	4.313032e-02	4.900000e-01	-2.821400e+03	-2.507893e+03	-3.135062e+02
141	1.264577e+00	4.850153e-02	4.313032e-02	4.900000e-01	-2.820992e+03	-2.507519e+03	-3.134725e+02
142	1.241330e+00	4.850153e-02	4.353231e-02	4.800000e-01	-2.820129e+03	-2.507539e+03	-3.125893e+02
143	1.261951e+00	4.850153e-02	4.317517e-02	4.700000e-01	-2.820895e+03	-2.507521e+03	-3.133736e+02
144	1.250525e+00	4.850153e-02	4.337197e-02	4.600000e-01	-2.820472e+03	-2.507531e+03	-3.129407e+02
145	1.295223e+00	4.936071e-02	4.337197e-02	4.600000e-01	-2.820898e+03	-2.507919e+03	-3.129788e+02
146	1.316095e+00	4.975685e-02	4.337197e-02	4.700000e-01	-2.820885e+03	-2.507889e+03	-3.129958e+02
147	1.346517e+00	4.975685e-02	4.287923e-02	4.800000e-01	-2.821948e+03	-2.507865e+03	-3.140833e+02
148	1.370419e+00	5.019653e-02	4.287923e-02	4.800000e-01	-2.821788e+03	-2.507686e+03	-3.141018e+02
149	1.350378e+00	5.019653e-02	4.319625e-02	4.700000e-01	-2.821103e+03	-2.507702e+03	-3.134008e+02
150	1.387917e+00	5.019653e-02	4.260807e-02	4.800000e-01	-2.822378e+03	-2.507673e+03	-3.147051e+02
151	1.358238e+00	5.019653e-02	4.307108e-02	4.700000e-01	-2.821373e+03	-2.507696e+03	-3.136771e+02
152	1.401312e+00	5.019653e-02	4.240394e-02	4.600000e-01	-2.822824e+03	-2.507663e+03	-3.151615e+02
153	1.425384e+00	5.062583e-02	4.240394e-02	4.500000e-01	-2.822527e+03	-2.507347e+03	-3.151793e+02
154	1.444149e+00	5.062583e-02	4.212755e-02	4.500000e-01	-2.823134e+03	-2.507334e+03	-3.158004e+02
155	1.459069e+00	5.062583e-02	4.191161e-02	4.400000e-01	-2.823611e+03	-2.507323e+03	-3.162881e+02
156	1.468899e+00	5.079609e-02	4.191161e-02	4.400000e-01	-2.823456e+03	-2.507161e+03	-3.162951e+02
157	1.571540e+00	5.079609e-02	4.051983e-02	4.300000e-01	-2.826583e+03	-2.507090e+03	-3.194928e+02
158	1.543897e+00	5.079609e-02	4.088096e-02	4.400000e-01	-2.825763e+03	-2.507109e+03	-3.186540e+02
159	1.556737e+00	5.100688e-02	4.088096e-02	4.500000e-01	-2.825542e+03	-2.506879e+03	-3.186626e+02
160	1.562549e+00	5.110200e-02	4.088096e-02	4.500000e-01	-2.825432e+03	-2.506766e+03	-3.186665e+02
161	1.565823e+00	5.115550e-02	4.088096e-02	4.400000e-01	-2.825368e+03	-2.506699e+03	-3.186687e+02
162	1.548265e+00	5.086789e-02	4.088096e-02	4.400000e-01	-2.825691e+03	-2.507034e+03	-3.186569e+02
163	1.487860e+00	4.986573e-02	4.088096e-02	4.500000e-01	-2.826347e+03	-2.507733e+03	-3.186146e+02
164	1.497078e+00	5.001996e-02	4.088096e-02	4.500000e-01	-2.826296e+03	-2.507674e+03	-3.186213e+02
165	1.491728e+00	5.001996e-02	4.095420e-02	4.400000e-01	-2.826130e+03	-2.507678e+03	-3.184520e+02
166	1.464876e+00	4.956772e-02	4.095420e-02	4.300000e-01	-2.826228e+03	-2.507796e+03	-3.184323e+02
167	1.454428e+00	4.939063e-02	4.095420e-02	4.200000e-01	-2.826221e+03	-2.507797e+03	-3.184245e+02
168	1.521851e+00	4.939063e-02	4.003673e-02	4.100000e-01	-2.828312e+03	-2.507747e+03	-3.205645e+02
169	1.529075e+00	4.939063e-02	3.994203e-02	4.100000e-01	-2.828530e+03	-2.507742e+03	-3.207878e+02
170	1.525974e+00	4.939063e-02	3.998260e-02	4.100000e-01	-2.828436e+03	-2.507744e+03	-3.206921e+02
171	1.535270e+00	4.954084e-02	3.998260e-02	4.100000e-01	-2.828444e+03	-2.507745e+03	-3.206988e+02
172	1.545774e+00	4.971003e-02	3.998260e-02	4.200000e-01	-2.828430e+03	-2.507724e+03	-3.207063e+02
173	1.564318e+00	4.971003e-02	3.974492e-02	4.200000e-01	-2.828979e+03	-2.507711e+03	-3.212683e+02
174	1.560108e+00	4.964311e-02	3.974492e-02	4.200000e-01	-2.828987e+03	-2.507722e+03	-3.212654e+02
175	1.542005e+00	4.935424e-02	3.974492e-02	4.300000e-01	-2.828980e+03	-2.507728e+03	-3.212525e+02
176	1.503156e+00	4.872856e-02	3.974492e-02	4.400000e-01	-2.828726e+03	-2.507502e+03	-3.212238e+02
177	1.518118e+00	4.872856e-02	3.954857e-02	4.300000e-01	-2.829181e+03	-2.507490e+03	-3.216902e+02
178	1.517186e+00	4.872856e-02	3.956072e-02	4.300000e-01	-2.829152e+03	-2.507491e+03	-3.216613e+02
179	1.518096e+00	4.874316e-02	3.956072e-02	4.300000e-01	-2.829162e+03	-2.507500e+03	-3.216620e+02
180	1.528268e+00	4.890620e-02	3.956072e-02	4.200000e-01	-2.829259e+03	-2.507590e+03	-3.216696e+02
181	1.574194e+00	4.890620e-02	3.897937e-02	4.100000e-01	-2.830618e+03	-2.507556e+03	-3.230620e+02
182	1.607775e+00	4.890620e-02	3.857015e-02	4.200000e-01	-2.831585e+03	-2.507532e+03	-3.240529e+02
183	1.663812e+00	4.890620e-02	3.791507e-02	4.100000e-01	-2.833151e+03	-2.507493e+03	-3.256581e+02
184	1.752975e+00	4.890620e-02	3.693823e-02	4.000000e-01	-2.835529e+03	-2.507433e+03	-3.280959e+02
185	1.768149e+00	4.911742e-02	3.693823e-02	4.000000e-01	-2.835621e+03	-2.507515e+03	-3.281059e+02
186	1.765925e+00	4.911742e-02	3.696148e-02	4.000000e-01	-2.835564e+03	-2.507517e+03	-3.280472e+02
187	1.757319e+00	4.899758e-02	3.696148e-02	4.100000e-01	-2.835516e+03	-2.507474e+03	-3.280416e+02
188	1.740967e+00	4.876909e-02	3.696148e-02	4.100000e-01	-2.835391e+03	-2.507360e+03	-3.280308e+02
189	1.737715e+00	4.876909e-02	3.699605e-02	4.200000e-01	-2.835306e+03	-2.507362e+03	-3.279436e+02
190	1.756710e+00	4.876909e-02	3.679549e-02	4.200000e-01	-2.835800e+03	-2.507349e+03	-3.284502e+02
191	1.910672e+00	4.876909e-02	3.528187e-02	4.300000e-01	-2.839600e+03	-2.507251e+03	-3.323494e+02
192	1.947531e+00	4.923724e-02	3.528187e-02	4.300000e-01	-2.839811e+03	-2.507439e+03	-3.323718e+02
193	1.935412e+00	4.923724e-02	3.539216e-02	4.200000e-01	-2.839530e+03	-2.507447e+03	-3.320830e+02
194	2.032658e+00	4.923724e-02	3.453517e-02	4.200000e-01	-2.841736e+03	-2.507390e+03	-3.343466e+02
195	2.021148e+00	4.923724e-02	3.463337e-02	4.200000e-01	-2.841481e+03	-2.507396e+03	-3.340849e+02
196	2.045858e+00	4.953731e-02	3.463337e-02	4.300000e-01	-2.841520e+03	-2.507421e+03	-3.340990e+02
197	2.098245e+00	4.953731e-02	3.419829e-02	4.300000e-01	-2.842654e+03	-2.507391e+03	-3.352631e+02
198	2.075535e+00	4.953731e-02	3.438487e-02	4.200000e-01	-2.842166e+03	-2.507404e+03	-3.347624e+02
199	2.155479e+00	5.048232e-02	3.438487e-02	4.300000e-01	-2.841819e+03	-2.507014e+03	-3.348054e+02
200	2.171935e+00	5.067466e-02	3.438487e-02	4.200000e-01	-2.841665e+03	-2.506851e+03	-3.348138e+02
201	2.212125e+00	5.114135e-02	3.438487e-02	4.100000e-01	-2.841181e+03	-2.506347e+03	-3.348340e+02
202	2.153520e+00	5.114135e-02	3.484960e-02	4.200000e-01	-2.839973e+03	-2.506377e+03	-3.335962e+02
203	2.144673e+00	5.103621e-02	3.484960e-02	4.300000e-01	-2.840095e+03	-2.506504e+03	-3.335918e+02
204	2.159619e+00	5.121372e-02	3.484960e-02	4.200000e-01	-2.839884e+03	-2.506285e+03	-3.335993e+02
205	2.224225e+00	5.121372e-02	3.433974e-02	4.200000e-01	-2.841211e+03	-2.506253e+03	-3.349580e+02
206	2.259417e+00	5.121372e-02	3.407126e-02	4.300000e-01	-2.841916e+03	-2.506236e+03	-3.356801e+02
207	2.242713e+00	5.102406e-02	3.407126e-02	4.200000e-01	-2.842140e+03	-2.506468e+03	-3.356720e+02
208	2.248243e+00	5.108694e-02	3.407126e-02	4.300000e-01	-2.842069e+03	-2.506394e+03	-3.356747e+02
209	2.203858e+00	5.058014e-02	3.407126e-02	4.300000e-01	-2.842567e+03	-2.506914e+03	-3.356526e+02
210	2.215718e+00	5.071605e-02	3.407126e-02	4.200000e-01	-2.842451e+03	-2.506793e+03	-3.356586e+02
211	2.156870e+00	5.003803e-02	3.407126e-02	4.300000e-01	-2.842891e+03	-2.507262e+03	-3.356283e+02
212	2.093070e+00	5.003803e-02	3.458664e-02	4.300000e-01	-2.841543e+03	-2.507296e+03	-3.342464e+02
213	2.120592e+00	5.003803e-02	3.436146e-02	4.400000e-01	-2.842130e+03	-2.507282e+03	-3.348481e+02
214	2.141337e+00	5.028219e-02	3.436146e-02	4.400000e-01	-2.842011e+03	-2.507152e+03	-3.348592e+02
215	2.140974e+00	5.027793e-02	3.436146e-02	4.400000e-01	-2.842014e+03	-2.507155e+03	-3.348590e+02
216	2.134351e+00	5.027793e-02	3.441473e-02	4.300000e-01	-2.841874e+03	-2.507158e+03	-3.347163e+02
217	2.127474e+00	5.027793e-02	3.447031e-02	4.200000e-01	-2.841729e+03	-2.507162e+03	-3.345677e+02
218	2.087405e+00	4.980220e-02	3.447031e-02	4.100000e-01	-2.841917e+03	-2.507370e+03	-3.345461e+02
219	2.106235e+00	5.002633e-02	3.447031e-02	4.000000e-01	-2.841850e+03	-2.507294e+03	-3.345564e+02
220	2.126251e+00	5.002633e-02	3.430769e-02	3.900000e-01	-2.842275e+03	-2.507283e+03	-3.349918e+02
221	2.118967e+00	5.002633e-02	3.436660e-02	4.000000e-01	-2.842121e+03	-2.507287e+03	-3.348339e+02
222	2.126583e+00	5.011615e-02	3.436660e-02	4.000000e-01	-2.842083e+03	-2.507245e+03	-3.348379e+02
223	2.040328e+00	4.908927e-02	3.436660e-02	4.000000e-01	-2.842129e+03	-2.507339e+03	-3.347902e+02
224	2.074718e+00	4.908927e-02	3.408058e-02	4.100000e-01	-2.842878e+03	-2.507319e+03	-3.355589e+02
225	2.123450e+00	4.908927e-02	3.368725e-02	4.000000e-01	-2.843916e+03	-2.507292e+03	-3.366246e+02
226	2.122772e+00	4.908927e-02	3.369263e-02	4.000000e-01	-2.843902e+03	-2.507292e+03	-3.366099e+02
227	2.164773e+00	4.908927e-02	3.336418e-02	4.000000e-01	-2.844776e+03	-2.507269e+03	-3.375074e+02
