#rate	A_maxlik	<A>	stdA	CI_5pc	CI_95pc
6.025596e+00	2.776507e-02	2.619192e-02	8.007088e-03	2.455456e-02	2.788641e-02
5.248075e+00	2.888649e-02	2.729038e-02	8.117918e-03	2.563603e-02	2.900911e-02
4.570882e+00	2.864544e-02	2.734626e-02	6.615347e-03	2.599876e-02	2.874415e-02
3.981072e+00	2.738417e-02	2.661395e-02	3.935199e-03	2.581184e-02	2.744117e-02
3.467369e+00	2.561774e-02	2.547648e-02	7.369018e-04	2.532805e-02	2.562600e-02
3.019952e+00	2.391394e-02	2.435825e-02	2.261626e-03	2.387797e-02	2.482842e-02
2.630268e+00	2.276315e-02	2.362983e-02	4.453318e-03	2.269684e-02	2.456141e-02
2.290868e+00	2.246761e-02	2.352631e-02	5.493671e-03	2.238978e-02	2.469020e-02
1.995262e+00	2.308229e-02	2.410235e-02	5.369228e-03	2.301113e-02	2.526230e-02
1.737801e+00	2.442779e-02	2.523887e-02	4.369633e-03	2.437592e-02	2.621146e-02
1.513561e+00	2.617156e-02	2.669924e-02	2.964466e-03	2.614325e-02	2.739031e-02
1.318257e+00	2.794693e-02	2.821326e-02	1.629726e-03	2.793832e-02	2.862128e-02
1.148154e+00	2.946622e-02	2.955811e-02	6.844786e-04	2.946501e-02	2.974668e-02
1.000000e+00	3.058947e-02	3.060884e-02	1.865409e-04	3.058433e-02	3.066133e-02
8.709636e-01	3.133040e-02	3.134510e-02	1.001401e-04	3.131952e-02	3.135806e-02
7.585776e-01	3.180436e-02	3.181732e-02	3.092493e-04	3.171785e-02	3.185577e-02
6.606934e-01	3.214248e-02	3.208918e-02	7.109031e-04	3.186392e-02	3.217125e-02
5.754399e-01	3.240500e-02	3.217949e-02	1.584991e-03	3.174456e-02	3.240610e-02
5.011872e-01	3.252492e-02	3.202520e-02	2.941103e-03	3.130644e-02	3.254691e-02
4.365158e-01	3.230137e-02	3.147894e-02	4.503882e-03	3.045688e-02	3.235063e-02
3.801894e-01	3.144604e-02	3.034335e-02	5.817792e-03	2.908587e-02	3.152142e-02
3.311311e-01	2.967076e-02	2.843322e-02	6.376030e-03	2.710370e-02	2.976224e-02
2.884032e-01	2.679258e-02	2.564889e-02	5.776459e-03	2.448419e-02	2.688264e-02
2.511886e-01	2.282646e-02	2.203948e-02	3.866489e-03	2.130032e-02	2.289391e-02
2.187762e-01	1.803526e-02	1.783486e-02	8.623746e-04	1.773829e-02	1.806075e-02
1.905461e-01	1.291514e-02	1.343101e-02	2.872810e-03	1.288674e-02	1.409254e-02
1.659587e-01	8.110115e-03	9.324969e-03	6.405214e-03	8.027364e-03	1.070504e-02
1.445440e-01	4.272067e-03	6.011322e-03	9.030640e-03	4.147058e-03	7.914829e-03
1.258925e-01	1.904118e-03	3.867928e-03	1.011955e-02	1.759181e-03	5.977013e-03
1.096478e-01	1.237438e-03	3.066693e-03	9.380991e-03	1.100018e-03	5.008325e-03
9.549926e-02	2.182939e-03	3.539213e-03	6.927600e-03	2.079293e-03	4.965985e-03
8.317638e-02	4.370453e-03	5.006210e-03	3.225547e-03	4.320089e-03	5.666959e-03
7.244360e-02	7.252199e-03	7.054001e-03	1.042785e-03	6.837184e-03	7.264444e-03
6.309573e-02	1.022579e-02	9.225747e-03	5.134401e-03	8.170663e-03	1.029886e-02
5.495409e-02	1.273716e-02	1.109867e-02	8.383732e-03	9.380362e-03	1.285920e-02
4.786301e-02	1.434823e-02	1.233597e-02	1.027698e-02	1.023345e-02	1.449957e-02
4.168694e-02	1.477811e-02	1.271891e-02	1.050130e-02	1.057381e-02	1.493411e-02
3.630781e-02	1.393243e-02	1.216944e-02	8.979000e-03	1.033755e-02	1.406693e-02
3.162278e-02	1.192446e-02	1.076532e-02	5.896172e-03	9.562869e-03	1.201370e-02
2.754229e-02	9.075680e-03	8.739384e-03	1.707848e-03	8.388753e-03	9.102421e-03
2.398833e-02	5.878505e-03	6.450670e-03	2.906435e-03	5.835625e-03	7.035629e-03
2.089296e-02	2.914281e-03	4.322979e-03	7.147092e-03	2.806782e-03	5.765429e-03
1.819701e-02	7.399842e-04	2.761114e-03	1.024469e-02	5.847174e-04	4.827893e-03
1.584893e-02	-2.257554e-04	2.067087e-03	1.161141e-02	-4.027379e-04	4.407216e-03
1.380384e-02	2.151305e-04	2.379898e-03	1.095185e-02	4.728424e-05	4.583912e-03
1.202264e-02	2.006730e-03	3.651369e-03	8.309217e-03	1.878518e-03	5.319750e-03
1.047129e-02	4.849667e-03	5.654620e-03	4.054306e-03	4.786199e-03	6.463806e-03
9.120108e-03	8.238883e-03	8.013178e-03	1.160042e-03	7.772142e-03	8.255452e-03
7.943282e-03	1.151885e-02	1.024332e-02	6.463222e-03	8.936261e-03	1.161742e-02
6.918310e-03	1.396328e-02	1.181416e-02	1.087114e-02	9.622625e-03	1.413045e-02
6.025596e-03	1.489337e-02	1.223482e-02	1.343949e-02	9.528411e-03	1.510077e-02
5.248075e-03	1.383182e-02	1.116623e-02	1.347648e-02	8.451496e-03	1.403988e-02
4.570882e-03	1.065676e-02	8.531599e-03	1.075912e-02	6.358507e-03	1.082211e-02
3.981072e-03	5.695883e-03	4.582830e-03	5.670328e-03	3.424650e-03	5.781031e-03
3.467369e-03	-2.914900e-04	-1.142165e-04	8.270741e-04	-3.086497e-04	2.279178e-05
3.019952e-03	-6.256920e-03	-4.784256e-03	7.342204e-03	-6.376616e-03	-3.343256e-03
2.630268e-03	-1.109393e-02	-8.610729e-03	1.244160e-02	-1.129312e-02	-6.144806e-03
2.290868e-03	-1.388977e-02	-1.091867e-02	1.492796e-02	-1.412634e-02	-7.943361e-03
1.995262e-03	-1.412715e-02	-1.132141e-02	1.414503e-02	-1.434855e-02	-8.483105e-03
1.737801e-03	-1.178635e-02	-9.795240e-03	1.010981e-02	-1.194052e-02	-7.738506e-03
1.513561e-03	-7.329830e-03	-6.669163e-03	3.491785e-03	-7.375592e-03	-5.908909e-03
1.318257e-03	-1.582193e-03	-2.538831e-03	4.601506e-03	-3.365600e-03	-1.496980e-03
1.148154e-03	4.459415e-03	1.870262e-03	1.275853e-02	-5.667889e-04	4.676197e-03
1.000000e-03	9.837913e-03	5.856705e-03	1.973114e-02	2.038674e-03	1.016625e-02
