#step	w	sigma	tau	rho	neglogP	neglogP_Nterms	neglogP_Kterms
34	5.733354e-01	3.501436e-02	4.624256e-02	5.200000e-01	-2.722942e+03	-2.418064e+03	-3.048786e+02
35	5.742760e-01	3.504307e-02	4.624256e-02	5.100000e-01	-2.723657e+03	-2.418777e+03	-3.048798e+02
36	5.672212e-01	3.504307e-02	4.652924e-02	5.200000e-01	-2.723101e+03	-2.418786e+03	-3.043154e+02
37	5.715135e-01	3.504307e-02	4.635418e-02	5.200000e-01	-2.723440e+03	-2.418781e+03	-3.046597e+02
38	6.061870e-01	3.609044e-02	4.635418e-02	5.200000e-01	-2.747486e+03	-2.442786e+03	-3.046996e+02
39	6.322145e-01	3.609044e-02	4.538998e-02	5.200000e-01	-2.749373e+03	-2.442759e+03	-3.066133e+02
40	6.436549e-01	3.641552e-02	4.538998e-02	5.200000e-01	-2.756079e+03	-2.449454e+03	-3.066245e+02
41	6.410430e-01	3.641552e-02	4.548236e-02	5.300000e-01	-2.755897e+03	-2.449457e+03	-3.064398e+02
42	6.650377e-01	3.709079e-02	4.548236e-02	5.400000e-01	-2.768773e+03	-2.462311e+03	-3.064619e+02
43	6.669691e-01	3.714461e-02	4.548236e-02	5.400000e-01	-2.769740e+03	-2.463277e+03	-3.064636e+02
44	6.707218e-01	3.714461e-02	4.535494e-02	5.400000e-01	-2.769992e+03	-2.463274e+03	-3.067183e+02
45	6.784756e-01	3.735870e-02	4.535494e-02	5.300000e-01	-2.773758e+03	-2.467033e+03	-3.067249e+02
46	6.826051e-01	3.735870e-02	4.521754e-02	5.200000e-01	-2.774030e+03	-2.467030e+03	-3.070002e+02
47	6.897446e-01	3.735870e-02	4.498291e-02	5.100000e-01	-2.774496e+03	-2.467024e+03	-3.074717e+02
48	6.979054e-01	3.735870e-02	4.471914e-02	5.000000e-01	-2.775021e+03	-2.467017e+03	-3.080041e+02
49	6.806807e-01	3.735870e-02	4.528142e-02	4.900000e-01	-2.773904e+03	-2.467032e+03	-3.068722e+02
50	6.809798e-01	3.735870e-02	4.527147e-02	4.800000e-01	-2.773923e+03	-2.467031e+03	-3.068921e+02
51	6.780297e-01	3.735870e-02	4.536985e-02	4.800000e-01	-2.773729e+03	-2.467034e+03	-3.066951e+02
52	6.968311e-01	3.787313e-02	4.536985e-02	4.800000e-01	-2.782257e+03	-2.475547e+03	-3.067104e+02
53	7.544126e-01	3.940686e-02	4.536985e-02	4.900000e-01	-2.803676e+03	-2.496925e+03	-3.067516e+02
54	7.584948e-01	3.951333e-02	4.536985e-02	5.000000e-01	-2.804959e+03	-2.498205e+03	-3.067542e+02
55	8.007022e-01	4.059783e-02	4.536985e-02	5.000000e-01	-2.816660e+03	-2.509881e+03	-3.067795e+02
56	8.492162e-01	4.180965e-02	4.536985e-02	5.000000e-01	-2.827058e+03	-2.520253e+03	-3.068048e+02
57	8.643810e-01	4.180965e-02	4.497011e-02	5.100000e-01	-2.827852e+03	-2.520246e+03	-3.076064e+02
58	8.590656e-01	4.180965e-02	4.510902e-02	5.000000e-01	-2.827576e+03	-2.520249e+03	-3.073272e+02
59	8.885924e-01	4.252210e-02	4.510902e-02	4.900000e-01	-2.832512e+03	-2.525171e+03	-3.073408e+02
60	8.898071e-01	4.252210e-02	4.507822e-02	4.800000e-01	-2.832573e+03	-2.525171e+03	-3.074026e+02
