#step	w	sigma	tau	rho	neglogP	neglogP_Nterms	neglogP_Kterms
25	4.781029e-01	3.337476e-02	4.826779e-02	5.300000e-01	-2.621504e+03	-2.335381e+03	-2.861235e+02
26	4.787138e-01	3.337476e-02	4.823699e-02	5.200000e-01	-2.621543e+03	-2.335373e+03	-2.861708e+02
27	4.825171e-01	3.337476e-02	4.804650e-02	5.100000e-01	-2.621784e+03	-2.335321e+03	-2.864635e+02
28	4.797139e-01	3.337476e-02	4.818668e-02	5.100000e-01	-2.621607e+03	-2.335359e+03	-2.862480e+02
29	5.006499e-01	3.337476e-02	4.716839e-02	5.000000e-01	-2.622895e+03	-2.335077e+03	-2.878187e+02
30	5.020449e-01	3.342122e-02	4.716839e-02	5.000000e-01	-2.624471e+03	-2.336634e+03	-2.878372e+02
31	4.953315e-01	3.342122e-02	4.748696e-02	5.000000e-01	-2.624067e+03	-2.336723e+03	-2.873443e+02
32	5.113436e-01	3.342122e-02	4.673755e-02	4.900000e-01	-2.625017e+03	-2.336511e+03	-2.885057e+02
33	5.443822e-01	3.448402e-02	4.673755e-02	4.900000e-01	-2.658356e+03	-2.369439e+03	-2.889165e+02
34	5.431278e-01	3.448402e-02	4.679149e-02	5.000000e-01	-2.658286e+03	-2.369454e+03	-2.888323e+02
35	5.445816e-01	3.448402e-02	4.672900e-02	5.000000e-01	-2.658367e+03	-2.369437e+03	-2.889298e+02
36	5.231282e-01	3.448402e-02	4.767754e-02	4.900000e-01	-2.657149e+03	-2.369694e+03	-2.874552e+02
37	5.286192e-01	3.466453e-02	4.767754e-02	5.000000e-01	-2.662320e+03	-2.374799e+03	-2.875212e+02
38	5.364608e-01	3.492069e-02	4.767754e-02	5.000000e-01	-2.669431e+03	-2.381817e+03	-2.876134e+02
39	5.423808e-01	3.492069e-02	4.741663e-02	4.900000e-01	-2.669767e+03	-2.381749e+03	-2.880186e+02
40	5.479386e-01	3.492069e-02	4.717554e-02	4.900000e-01	-2.670078e+03	-2.381685e+03	-2.883937e+02
41	5.487167e-01	3.492069e-02	4.714209e-02	4.900000e-01	-2.670122e+03	-2.381676e+03	-2.884458e+02
42	5.515834e-01	3.501179e-02	4.714209e-02	4.900000e-01	-2.672588e+03	-2.384110e+03	-2.884785e+02
43	5.634767e-01	3.538725e-02	4.714209e-02	5.000000e-01	-2.682414e+03	-2.393803e+03	-2.886111e+02
44	5.746020e-01	3.538725e-02	4.668348e-02	4.900000e-01	-2.683009e+03	-2.393682e+03	-2.893278e+02
45	5.750463e-01	3.538725e-02	4.666544e-02	4.800000e-01	-2.683033e+03	-2.393677e+03	-2.893561e+02
46	5.838706e-01	3.565773e-02	4.666544e-02	4.900000e-01	-2.689786e+03	-2.400335e+03	-2.894502e+02
47	5.809197e-01	3.565773e-02	4.678382e-02	4.800000e-01	-2.689631e+03	-2.400367e+03	-2.892648e+02
48	5.686047e-01	3.565773e-02	4.728773e-02	4.700000e-01	-2.688975e+03	-2.400498e+03	-2.884774e+02
49	5.669055e-01	3.565773e-02	4.735854e-02	4.800000e-01	-2.688883e+03	-2.400516e+03	-2.883670e+02
50	5.720698e-01	3.581978e-02	4.735854e-02	4.700000e-01	-2.692800e+03	-2.404377e+03	-2.884221e+02
51	5.821235e-01	3.581978e-02	4.694781e-02	4.800000e-01	-2.693335e+03	-2.404272e+03	-2.890636e+02
52	6.112918e-01	3.670622e-02	4.694781e-02	4.700000e-01	-2.713167e+03	-2.423811e+03	-2.893564e+02
53	6.150515e-01	3.670622e-02	4.680409e-02	4.600000e-01	-2.713357e+03	-2.423775e+03	-2.895819e+02
54	6.221073e-01	3.691616e-02	4.680409e-02	4.600000e-01	-2.717678e+03	-2.428029e+03	-2.896489e+02
55	6.101894e-01	3.691616e-02	4.725896e-02	4.700000e-01	-2.717078e+03	-2.428142e+03	-2.889356e+02
56	6.120212e-01	3.697153e-02	4.725896e-02	4.800000e-01	-2.718194e+03	-2.429241e+03	-2.889531e+02
57	6.157720e-01	3.697153e-02	4.711481e-02	4.800000e-01	-2.718384e+03	-2.429205e+03	-2.891789e+02
58	6.196917e-01	3.708901e-02	4.711481e-02	4.900000e-01	-2.720722e+03	-2.431507e+03	-2.892157e+02
59	6.266011e-01	3.708901e-02	4.685433e-02	4.800000e-01	-2.721067e+03	-2.431442e+03	-2.896245e+02
60	6.353270e-01	3.708901e-02	4.653146e-02	4.900000e-01	-2.721494e+03	-2.431362e+03	-2.901324e+02
61	6.590473e-01	3.777504e-02	4.653146e-02	5.000000e-01	-2.734334e+03	-2.443991e+03	-2.903435e+02
62	6.848017e-01	3.777504e-02	4.564808e-02	5.100000e-01	-2.735513e+03	-2.443771e+03	-2.917413e+02
63	6.905791e-01	3.793405e-02	4.564808e-02	5.200000e-01	-2.738299e+03	-2.446509e+03	-2.917894e+02
64	6.890110e-01	3.793405e-02	4.570000e-02	5.200000e-01	-2.738229e+03	-2.446522e+03	-2.917070e+02
65	7.071126e-01	3.793405e-02	4.511126e-02	5.200000e-01	-2.739017e+03	-2.446374e+03	-2.926432e+02
66	7.111153e-01	3.804127e-02	4.511126e-02	5.300000e-01	-2.740857e+03	-2.448181e+03	-2.926756e+02
67	7.185475e-01	3.804127e-02	4.487735e-02	5.300000e-01	-2.741170e+03	-2.448122e+03	-2.930486e+02
68	7.172879e-01	3.804127e-02	4.491674e-02	5.200000e-01	-2.741118e+03	-2.448132e+03	-2.929858e+02
