#rate	A_maxlik	<A>	stdA	CI_5pc	CI_95pc
9.120108e-06	0.000000e+00	4.657670e-02	1.799261e-01	0.000000e+00	7.773558e-02
7.585776e-06	0.000000e+00	3.435592e-02	1.338028e-01	0.000000e+00	5.994720e-02
6.309573e-06	0.000000e+00	2.198943e-02	9.095902e-02	0.000000e+00	4.484003e-02
5.248075e-06	0.000000e+00	1.097436e-02	5.612561e-02	0.000000e+00	3.126183e-02
4.365158e-06	0.000000e+00	3.035376e-03	3.443708e-02	0.000000e+00	1.995836e-02
3.630781e-06	0.000000e+00	9.207216e-04	1.735794e-02	0.000000e+00	1.118654e-02
3.019952e-06	0.000000e+00	3.426231e-04	7.203621e-03	0.000000e+00	4.765789e-03
2.511886e-06	0.000000e+00	-4.797016e-07	7.035414e-04	0.000000e+00	2.378724e-04
2.089296e-06	0.000000e+00	-2.410191e-04	4.995460e-03	-2.963564e-03	0.000000e+00
1.737801e-06	0.000000e+00	-4.779974e-04	8.710261e-03	-5.333133e-03	0.000000e+00
1.445440e-06	0.000000e+00	-8.492097e-04	1.261010e-02	-7.292914e-03	0.000000e+00
1.202264e-06	0.000000e+00	-1.202190e-03	1.646690e-02	-8.987530e-03	0.000000e+00
1.000000e-06	0.000000e+00	-1.525704e-03	1.969567e-02	-1.036273e-02	0.000000e+00
8.317638e-07	0.000000e+00	-1.695353e-03	2.178543e-02	-1.128794e-02	0.000000e+00
6.918310e-07	0.000000e+00	-1.658363e-03	2.219574e-02	-1.157031e-02	0.000000e+00
5.754399e-07	0.000000e+00	-1.436143e-03	2.070006e-02	-1.105932e-02	0.000000e+00
4.786301e-07	0.000000e+00	-1.117461e-03	1.732217e-02	-9.712928e-03	0.000000e+00
3.981072e-07	0.000000e+00	-6.686877e-04	1.326987e-02	-7.628452e-03	0.000000e+00
3.311311e-07	0.000000e+00	-4.255988e-04	8.856476e-03	-5.031363e-03	0.000000e+00
2.754229e-07	0.000000e+00	-1.927535e-04	4.028373e-03	-2.224280e-03	0.000000e+00
2.290868e-07	0.000000e+00	3.289454e-05	7.089611e-04	0.000000e+00	4.889034e-04
1.905461e-07	0.000000e+00	2.313919e-04	4.791734e-03	0.000000e+00	2.875578e-03
1.584893e-07	0.000000e+00	3.941129e-04	8.125501e-03	0.000000e+00	4.813758e-03
1.318257e-07	0.000000e+00	7.000827e-04	1.091964e-02	0.000000e+00	6.285964e-03
1.096478e-07	0.000000e+00	9.722247e-04	1.342409e-02	0.000000e+00	7.341995e-03
9.120108e-08	0.000000e+00	1.254291e-03	1.525828e-02	0.000000e+00	8.058352e-03
7.585776e-08	0.000000e+00	1.645273e-03	1.610003e-02	0.000000e+00	8.513304e-03
6.309573e-08	0.000000e+00	1.918531e-03	1.682132e-02	0.000000e+00	8.778213e-03
5.248075e-08	0.000000e+00	2.061045e-03	1.730665e-02	0.000000e+00	8.915641e-03
4.365158e-08	0.000000e+00	2.124864e-03	1.754631e-02	0.000000e+00	8.977058e-03
3.630781e-08	0.000000e+00	2.148504e-03	1.763862e-02	0.000000e+00	8.999832e-03
3.019952e-08	0.000000e+00	2.155425e-03	1.766622e-02	0.000000e+00	9.006552e-03
2.511886e-08	0.000000e+00	2.156912e-03	1.767245e-02	0.000000e+00	9.008057e-03
2.089296e-08	0.000000e+00	2.157081e-03	1.767348e-02	0.000000e+00	9.008300e-03
1.737801e-08	0.000000e+00	2.157024e-03	1.767362e-02	0.000000e+00	9.008326e-03
1.445440e-08	0.000000e+00	2.156939e-03	1.767366e-02	0.000000e+00	9.008328e-03
1.202264e-08	0.000000e+00	2.156850e-03	1.767368e-02	0.000000e+00	9.008328e-03
