#rate	A_maxlik	<A>	stdA	CI_5pc	CI_95pc
1.584893e-05	3.561868e-02	1.964307e-02	8.455981e-02	0.000000e+00	3.797454e-02
1.318257e-05	5.821475e-02	4.771948e-02	5.240420e-02	3.045007e-02	5.821475e-02
1.096478e-05	7.675913e-02	7.537623e-02	5.254233e-03	7.371812e-02	7.676634e-02
9.120108e-06	9.079052e-02	9.596344e-02	3.189624e-02	8.746883e-02	1.034834e-01
7.585776e-06	9.983030e-02	1.105813e-01	5.649236e-02	9.639427e-02	1.245245e-01
6.309573e-06	1.035723e-01	1.189154e-01	7.576321e-02	1.004587e-01	1.387395e-01
5.248075e-06	1.020269e-01	1.202488e-01	8.580505e-02	9.985696e-02	1.433743e-01
4.365158e-06	9.557461e-02	1.143292e-01	8.283611e-02	9.457698e-02	1.367767e-01
3.630781e-06	8.492751e-02	1.016855e-01	6.551611e-02	8.492751e-02	1.188851e-01
3.019952e-06	7.102126e-02	8.353097e-02	3.579988e-02	7.109864e-02	9.116488e-02
2.511886e-06	5.487842e-02	6.145522e-02	1.801614e-02	5.487842e-02	6.521084e-02
2.089296e-06	3.748764e-02	3.711069e-02	6.121280e-02	1.610932e-02	4.917828e-02
1.737801e-06	1.972602e-02	1.723986e-02	7.594087e-02	0.000000e+00	3.404005e-02
1.445440e-06	2.326622e-03	7.474865e-03	4.384201e-02	0.000000e+00	2.001928e-02
1.202264e-06	0.000000e+00	1.496299e-03	1.481738e-02	0.000000e+00	7.400994e-03
1.000000e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.317638e-07	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-07	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.754399e-07	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.786301e-07	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-07	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.311311e-07	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.754229e-07	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.290868e-07	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.905461e-07	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.584893e-07	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.318257e-07	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.096478e-07	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-08	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.585776e-08	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
6.309573e-08	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
5.248075e-08	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
4.365158e-08	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
3.630781e-08	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
3.019952e-08	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
2.511886e-08	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
2.089296e-08	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
1.737801e-08	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
1.445440e-08	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
1.202264e-08	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
